link,price,actual_price,ratings,color,Brand,Model,Processor,RAM,Storage
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-intel-core-i7-13620h-13th-gen-16gb-ddr5-512gb-nvme-ssd-156-fhd-display-arctic-grey-i149998627.html,90000.0,90000.0,0.0,Grey,Lenovo, Intel Core ,i7-13620H,Unknown,Unknown
https://www.daraz.com.np/products/hp-probook-440-g10-i5-13th-gen8gb-ram512gb-ssd14-hd-display-i128298982.html,96899.0,98000.0,1.0,Multicolor,HP,ProBook 440 G10 I5,Unknown,8GB RAM,512GB SSD
https://www.daraz.com.np/products/dell-vostro-3520-intel-core-i5-12th-gen-8gb-ram-512gb-ssd-156fhd-120hz-i131740150.html,70000.0,70000.0,0.0,Black,Dell,Vostro 3520 Intel Core ,i5 12th Gen,Unknown,512GB SSD
https://www.daraz.com.np/products/acer-aspire-3-i5-11th-gen-8gb-ram-512gb-ssd-156fhd-i128117004.html,62998.0,73000.0,0.0,SILVER,Acer,Aspire 3 I5,Unknown,8GB RAM,512GB SSD
https://www.daraz.com.np/products/lenovo-loq-15-amd-ryzen-7-7435hs-rtx-4060-8gb-graphics-16gb-ddr5-ram-512gb-nvme-ssd-156-fhd-144hz-display-backlit-keyboard-windows-11-home-i146182078.html,149999.0,175000.0,0.0,Grey,Lenovo,LOQ 15 ,AMD Ryzen,Unknown,Unknown
https://www.daraz.com.np/products/acer-swift-go-14-2024-intel-core-ultra-5-125h-16gb-512gb-14-28k-oled-90hz-i135698568.html,110500.0,110500.0,0.0,Not Specified,Acer,Swift Go 14 2024 ,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/acer-predator-helios-neo-16-intel-core-i5-13500hx-rtx-4050-6gb-graphics-16gb-ddr5-ram-512gb-nvme-gen-4-ssd-16-wuxga-1920-x-1200-165hz-display-windows-11-home-i129275896.html,155999.0,170000.0,0.0,Black,Acer,Predator Helios Neo 16 Intel Core ,i5-13500HX,Unknown,Unknown
https://www.daraz.com.np/products/dell-g5-15-5511-i5-11400h-8gb-256-ssd-nvidia-rtx-3050-4gb-gddr6-156-fhd-i112764063.html,109200.0,143900.0,1.0,Grey,Dell, ,i5-11400H,Unknown,Unknown
https://www.daraz.com.np/products/dell-vostro-3520-i3-12th-gen-16gb-ram-512gb-ssd-156-120hz-fhd-display-laptop-i137572340.html,54000.0,55000.0,0.0,Black,Dell,Vostro 3520 ,i3 12th Gen,16GB RAM,512GB SSD
https://www.daraz.com.np/products/msi-cyborg-15-a13udx-gaming-laptop-13th-gen-core-i7-16gb-ram-512gb-gen4-ssd-156-fhd-144hz-nvidia-rtx-3050-6gb-win-11-home-i129960668.html,148600.0,150000.0,0.0,Black,MSI,Cyborg 15 A13UDX Gaming Laptop ,i7,16GB RAM,Unknown
https://www.daraz.com.np/products/asus-vivobook-go-e1404ga-intel-i3-13th-gen-n305-14-fhd-display-8gb-ram-512gb-ssd-fingerprint-bagpack-mouse-win11-2-yrs-intl-warranty-i128599430.html,73333.0,73333.0,0.0,Silver,ASUS,Vivobook Go E1404GA,i3 13th Gen,8GB RAM,512GB SSD
https://www.daraz.com.np/products/acer-nitro-5-i9-12900hx-16gb-1tb-ssd-rtx-4060-i137928569.html,166499.0,166499.0,0.0,Black,Acer,nitro 5,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-v14-celeron-4gb-ram-256gb-ssd-14-hd-display-laptop-i136034161.html,33999.0,33999.0,0.0,Black,Lenovo,V14 Celeron,Unknown,4GB RAM,256GB SSD
https://www.daraz.com.np/products/lenovo-intel-i5-10-gen-ram-16-gb-storage-512-ssd-uhd-i112065990.html,89000.0,89000.0,0.0,Black,Lenovo,S540 intel ,i5 10 Gen,Unknown,Unknown
https://www.daraz.com.np/products/dell-inspiron-3501-i3-10th-gen-4gb-ram-256gb-ssd-156-fhd-i119084075.html,62000.0,62000.0,1.0,Black,Dell,Inspiron 3501 ,i3 10th Gen,4GB RAM,256GB SSD
https://www.daraz.com.np/products/asus-vivobook-f415ea-i5-11th-gen-8gb-ram-256gb-ssd-14-fhd-display-i125214611.html,80000.0,80000.0,0.0,Multicolor,Asus,VivoBook F415EA ,i5 11th Gen,8GB RAM,256GB SSD
https://www.daraz.com.np/products/acer-aspire-3-amd-ryzen-3-3250u-8gb-ram-256gb-ssd-amd-radeon-156-hd-display-i119729983.html,62000.0,62000.0,0.0,Black,Acer,Aspire 3 ,AMD Ryzen,Unknown,256GB SSD
https://www.daraz.com.np/products/asus-2023-zenbook-14-um3402ya-7th-ryzen-7-7730-16gb-ram-1tb-nvme-ssd-14-2k-display-backlit-keyboard-magic-numpad-fingerprint-genuine-win-11-2-years-jade-black-nagmani-international-i127305579.html,144500.0,144500.0,0.0,Black,Asus,2023 Zenbook 14 Um3402Ya,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-legion-pro-7-gaming-laptop-2024-intel-core-i9-14900hx-rtx-4090-16gb-32gb-ram-1tb-ssd-16-wqxga-240hz-display-1-year-warranty-nagmani-international-i133153278.html,522500.0,522500.0,0.0,Black,Lenovo,Legion Pro 7 Gaming Laptop 2024,i9,32GB RAM,Unknown
https://www.daraz.com.np/products/acer-swift-go-14-core-ultra-5-125h-14th-gen-16-gb-ram-512gb-ssd14-oled-28kintel-arc-ai-gfx-backlit-keyboard-win-11-i134756903.html,119990.0,135990.0,0.0,Frost Blue,Acer,Swift GO,Unknown,Unknown,512GB SSD
https://www.daraz.com.np/products/dell-latitude-5491-laptop-14-intel-core-i5-8th-gen-i5-8300h-quad-core-4ghz-256gb-ssd-8gb-ram-1920x1080-fhd-windows-10-i147193057.html,35000.0,35000.0,0.0,Black,Dell,Latitude 5491 Laptop 14,i5 8th Gen,8GB RAM,256GB SSD
https://www.daraz.com.np/products/dell-vostro-3510-i5-1135g7-11th-gen-8gb-ram-256-gb-ssd-intel-uhd-graphic-156-fhd-i119077998.html,70999.0,70999.0,1.0,Black,Dell,Vostro 3510 ,i5-1135G7,8GB RAM,Unknown
https://www.daraz.com.np/products/dell-xps-9315-coretm-i5-1230u-i132056267.html,124999.0,124999.0,0.0,Silver,Dell,XPS 9315 CoreTM ,i5-1230U,Unknown,Unknown
https://www.daraz.com.np/products/acer-aspire-3-2023-ryzen-3-7320u-4gb-ram-256gb-ssd-156-fhd-display-i128492316.html,52490.0,60000.0,0.0,Silver,Acer,Aspire 3,Unknown,4GB RAM,256GB SSD
https://www.daraz.com.np/products/asus-vivobook-go-e1404-2023-ryzen-3-7320-4gb-ram-256gb-ssd-14-fhd-display-magic-numpad-i128035387.html,66044.0,66044.0,0.0,Black,ASUS,Vivobook Go,Unknown,4GB RAM,256GB SSD
https://www.daraz.com.np/products/dell-vostro-3510-i5-1135g7-11th-gen-8gb-ram-256-gb-ssd-intel-uhd-graphic-156-fhd-i127232634.html,69998.0,79000.0,1.0,Black,Dell,Vostro 3510 ,i5-1135G7,8GB RAM,Unknown
https://www.daraz.com.np/products/acer-aspire-5-i5-13th-generation-2023-8gb-ddr5-ram-512gb-nvme-ssd-intel-iris-xe-graphics-156-fhd-display-steel-grey-i129228132.html,85000.0,85000.0,0.0,Space Grey,Acer,Aspire 5 ,i5 13th Gen,Unknown,Unknown
https://www.daraz.com.np/products/acer-nitro-5-2023-i5-12450h-rtx-4060-8gb-8gb-ram-512gb-ssd-156-fhd-144hz-display-2-year-warranty-i128198685.html,168000.0,168000.0,0.0,Black,Acer,Nitro 5 2023 ,i5,8GB RAM,512GB SSD
https://www.daraz.com.np/products/lenovo-ideapad-1-15lgl7-11thgen-intel-celeron-n4020-8gb-ddr4-ram-256gb-ssd-156-hd-display-windows-11-abyss-blue-laptop-i123993177.html,36500.0,42000.0,0.0,Blue,Lenovo,Ideapad 1,Unknown,Unknown,256GB SSD
https://www.daraz.com.np/products/acer-swift-3-ryzen-3-5300u-amd-vega-8-8gb-ram-256gb-ssd-14-fhd-display-i128217613.html,65000.0,65000.0,0.0,Grey,Acer, ,AMD Vega,8GB RAM,256GB SSD
https://www.daraz.com.np/products/lenovo-thinkpad-e14-13th-gen-intel-i5-1335u-14-ips-wuxga-8gb-ddr4-ram-512gb-nvme-ssd-backlit-kb-windows-11-3-year-warranty-nagmani-international-i133202137.html,134090.0,134090.0,0.0,Grey,Lenovo,Thinkpad E14,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/asus-zenbook-flip-15-q508u-amd-ryzen-7-5700u-8gb-256gb-ssd-156-fhd-touchscreen-x-360-rotate-nvidia-mx450-2gb-laptop-i121969717.html,114990.0,145000.0,0.0,Silver,Asus,Zenbook Flip 15 Q508U ,AMD Ryzen,Unknown,256GB SSD
https://www.daraz.com.np/products/asus-vivobook-m1503qa-5th-ryzen-5-5600h-8-gb-512-gb-nvme-ssd-156-inch-oled-display-fingerprint-i121117624.html,108888.0,108888.0,0.0,Blue,Asus,Vivobook ,M1503,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i5-13th-gen-8gb-ram-512gb-ssd-156-fhd-artic-grey-i128309108.html,69999.0,69999.0,0.0,Grey,Lenovo,Ideapad Slim 3 ,i5 13th Gen,8GB RAM,512GB SSD
https://www.daraz.com.np/products/dell-inspiron-16-5630-i7-13th-gen-1360p-16gb-512ssd-nvidia-rtx-2050-4gb-gddr6-fhd-backlit-keyboard-fingerprint-2-years-warranty-i128211785.html,185500.0,185500.0,0.0,Silver,Dell,Inspiron 16 5630 ,i7 13th Gen,Unknown,Unknown
https://www.daraz.com.np/products/acer-spin-3-14-intel-core-i3-n305-8gb-ddr5-ram-256gb-nvme-ssd-intel-integrated-graphics-14-wuxga-touchscreen-display-windows-11-home-i146166045.html,56999.0,70000.0,0.0,Silver,Acer,Spin 3 14 Intel Core ,i3,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-ideapad-5-15-2021-i5-11th-gen-8gb-ram-512gb-ssd-156-fhd-display-backlight-keyboard-i123289472.html,95000.0,95000.0,0.0,Titanium Blue,Lenovo,Ideapad 5,Unknown,8GB RAM,512GB SSD
https://www.daraz.com.np/products/lenovo-loq-i5-13420h-8gb1tb-ssd-rtx-3050-i137848198.html,116599.0,116599.0,0.0,Black,Lenovo,LOQ ,i5,Unknown,Unknown
https://www.daraz.com.np/products/laptop-acer-aspire-3-amd-ryzen-7-5700u-16gb-ddr4-ram-512gb-nvme-ssd-amd-radeon-integrated-graphics-156-fhd-display-silver-i137515202.html,105000.0,105000.0,0.0,Off White,Laptop,Acer Aspire 3 ,AMD Ryzen,Unknown,Unknown
https://www.daraz.com.np/products/asus-vivobook-x515ea-11th-i3-156-inch4gb256gbintel-core-i3-i127834585.html,61500.0,61500.0,0.0,Blue,Asus,Vivobook X515Ea,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-14iru8-13th-gen-intel-core-i3-1305u-processor-8gb-ram-512gb-ssd-intel-uhd-graphics-card-14-inch-fhd-ips-display-fingerprint-reader-i133117835.html,52999.0,59999.0,0.0,Silver,Lenovo,IdeaPad Slim 3 14IRU8 ,i3,8GB RAM,512GB SSD
https://www.daraz.com.np/products/dell-vostro-3510-i5-11th-gen-8gb-ram-256gb-ssd-156-fhd-display-i128230755.html,80000.0,80000.0,0.0,Black,Dell,Vostro 3510 ,i5 11th Gen,8GB RAM,256GB SSD
https://www.daraz.com.np/products/dell-inspiron-14-plus-7440-2024-intel-ultra-7-processor-155h-16gb-ram-1tb-ssd-14-fhd-display-i136104063.html,134999.0,134999.0,0.0,Silver,Dell,Inspiron 14 Plus 7440 2024,Unknown,16GB RAM,Unknown
https://www.daraz.com.np/products/hp-15s-du2101tu-10th-gen-intel-core-i5-8gb-ram-256gb-ssd-156-i105849518.html,85600.0,85600.0,0.0,Silver,HP,15s,i5,8GB RAM,256GB SSD
https://www.daraz.com.np/products/apple-macbook-air-136-m28c-cpu8c-gpu8gb256gb-evostore-i117770489.html,155000.0,174900.0,20.0,Starlight,Apple, ,M2,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-thinbook-14-core-i5-1235u-12th-gen-16-gb-ram-512-ssd14-fhd-ipsbacklit-keyboard-win-11-pro-i136025827.html,89990.0,110990.0,0.0,Gray,Lenovo,ThinBook 14 Core ,i5-1235U,Unknown,Unknown
https://www.daraz.com.np/products/acer-aspire-5-15-intel-core-i5-1235u-processor-16gb-ddr4-ram-512gb-ssd-nvidia-geforce-rtx-2050-4gb-graphics-card-156-inch-fhd-ips-slim-bezel-display-i135383264.html,87000.0,87000.0,0.0,Grey,Acer,Aspire 5 15 Intel Core ,i5-1235U,Unknown,512GB SSD
https://www.daraz.com.np/products/hp-victus-15-amd-ryzen-5-8645hs-8gb-ddr5-ram-512gb-nvme-ssd-nvidia-geforce-rtx-4050-6gb-graphics-156-fhd-144hz-display-windows-11-home-black-i146341210.html,115999.0,120000.0,0.0,Black,HP,Victus 15 ,AMD Ryzen,Unknown,Unknown
https://www.daraz.com.np/products/acer-nitro-5-i5-10th-gen-8-gb-ram-256-gb-ssd-rtx-3050-i125806070.html,110250.0,110250.0,0.0,Black,Acer,Nitro 5 I5,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/laptop-lenovo-celeron-4gb-128-gb-14-ips-i116124793.html,39499.0,41999.0,0.0,Blue,Laptop,Lenovo Celeron,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/acer-aspire-15-intel-core-5-120u-2024-8gb-ddr5-ram-512gb-nvme-gen-4-ssd-intel-integrated-graphics-156-fhd-display-steel-grey-i145335840.html,76999.0,95000.0,0.0,Grey,Acer,Aspire 15,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/acer-aspire-5-15-2023-13th-gen-i5-8gb-ram-512gb-ssd-156-fhd-display-1-year-warranty-i135662728.html,67799.0,99999.0,0.0,Grey,Acer,Aspire 5 15 ,i5,8GB RAM,512GB SSD
https://www.daraz.com.np/products/asus-vivobook-flip-14-tp470ea-i5-11th-gen-1135g7-8gb-ram-512gb-ssd-14-fhd-360-touch-display-stylus-support-i123261908.html,120000.0,120000.0,0.0,Silver,Asus,VivoBook Flip,Unknown,8GB RAM,512GB SSD
https://www.daraz.com.np/products/dell-vostro-3530-intel-core-i5-1335u-13th-generation-16gb-ddr4-512gb-ssd-156-fhd-display-i151429057.html,75000.0,75000.0,0.0,Black,Dell, Intel Core ,i5-1335U,Unknown,512GB SSD
https://www.daraz.com.np/products/dell-inspiron-5420-aio-13th-gen-i5-1335u-16gb-512gb-win11-touch-i129106472.html,149000.0,149000.0,0.0,Black,DELL, 13th gen ,i5-1335U,Unknown,Unknown
https://www.daraz.com.np/products/acer-aspire-5-2021-ryzen-7-5700u-8gb-ram-256gb-ssd-156-fhd-display-backlight-keyboard-i123290258.html,97000.0,97000.0,0.0,Silver,Acer,Aspire 5,Unknown,8GB RAM,256GB SSD
https://www.daraz.com.np/products/dell-vostro-3520-i5-1235u-processor-8-gb-ram512-gb-ssd-56-inch-fhd-display-onin-i132058272.html,66500.0,77000.0,0.0,Black,Dell,Vostro 3520 ,i5 12th Gen,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-13th-gen-13420h-intel-core-i5-8gb-ddr5-ram-512gb-nvme-ssd-intel-iris-xe-graphics-156-fhd-tn-display-arctic-grey-i128839896.html,69999.0,69999.0,0.0,Black,Lenovo,IdeaPad Slim 3 13th Gen 13420H Intel Core ,i5,Unknown,Unknown
https://www.daraz.com.np/products/asus-zenbook-14x-evo-i5-13500h-13th-gen8gb-ram512gb-ssd145-120hz-oled-touchwindows-11-home-i128182925.html,102000.0,102000.0,0.0,Grey,Asus,Zenbook 14X,i5-13500H,8GB RAM,512GB SSD
https://www.daraz.com.np/products/asus-expertbook-b340-i5-12th-gen-i138570366.html,96000.0,96000.0,0.0,Black,ASUS,EXPERTBOOK B340,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-laptop-intel-celeron-processor-4-gb-256-gb-ssd-156-display-black-i126011539.html,34500.0,34500.0,0.0,Black,Lenovo,Laptop Intel,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i5-13420h-16gb-ram-512gb-ssd-156-fhd-i137912348.html,76449.0,76449.0,0.0,Black,Lenovo,Ideapad Slim 3 I5,Unknown,16GB RAM,512GB SSD
https://www.daraz.com.np/products/asus-rog-strix-g16-2023-g614ju-n3122w-i7-13650hx-16gb-ram-i128218120.html,273172.0,273172.0,0.0,Black,Asus,ROG Strix G16 ,i7-13650HX,16GB RAM,Unknown
https://www.daraz.com.np/products/dell-wyse-5470-celeron-intel-uhd-8gb-ram-256gb-ssd-14-fhd-i128965140.html,35500.0,42900.0,0.0,Black,Dell,WYSE 5470,Unknown,8GB RAM,256GB SSD
https://www.daraz.com.np/products/acer-aspire-3-spincore-i3-n305-13th-gen-8-gb-ddr5-ram-256gb-ssd14-x360-touch-win-11-i134997098.html,61990.0,69990.0,0.0,Silver,Acer,Aspire 3 SpinCore ,i3,Unknown,256GB SSD
https://www.daraz.com.np/products/hp-notebook-14-i3-1315u-8gb-256gb-i137824297.html,54999.0,54999.0,0.0,Silver,HP,Notebook 14 I3,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/apple-macbook-air-136inch-m28c-cpu10c-gpu8gb512gb-evostore-i117770786.html,198000.0,228000.0,1.0,Midnight,Apple,6inch ,M2,Unknown,Unknown
https://www.daraz.com.np/products/acer-nitro-5-amd-ryzen-7-6800h-rtx-3060-16gb-512-gb-156-fhd-144hz-display-gaming-laptop-i119571282.html,158000.0,158000.0,0.0,Black,Acer,Nitro 5 ,AMD Ryzen,Unknown,Unknown
https://www.daraz.com.np/products/acer-aspire-go-14-r5-7520u-16gb-ram-512gb-ssd-i137987955.html,68499.0,68499.0,0.0,Silver,Acer,Aspire Go 14 R5,Unknown,16GB RAM,512GB SSD
https://www.daraz.com.np/products/asus-vivobook14-i5-12gen-laptop-8gb-ram-512gb-ssd-i129213771.html,75996.0,82000.0,0.0,Multicolor,Asus,Vivobook14,i5-12Gen,8GB-Ram,512GB SSD
https://www.daraz.com.np/products/expertbook-b1402-i512th-gen16gb-ram512gb-ssd14-fhdbacklite-keyboard-i129281601.html,75896.0,80000.0,0.0,Black,ExpertBook,B1402 I5/12th,Unknown,16GB RAM,512GB SSD
https://www.daraz.com.np/products/acer-swift-go-14-r5-7530u-16gb-ram-512gb-ssd-i137997456.html,83999.0,83999.0,0.0,Silver,Acer,Swift Go 14 R5,Unknown,16GB RAM,512GB SSD
https://www.daraz.com.np/products/msi-cyborg-15-ai-a1vfk-gaming-laptop-intel-ultra-7-16gb-ram-512gb-gen4-ssd-156-fhd-144hz-nvidia-rtx-4060-8gb-rgb-keyboard-win-11-home-i129963401.html,194200.0,200000.0,0.0,Black,MSI,Cyborg 15 AI A1VFK Gaming Laptop ,Unknown,16GB RAM,Unknown
https://www.daraz.com.np/products/msi-laptop-katana-gf66-11uc-11th-gen-intel-core-i5-11400h-16gb-ddr4-512gb-ssd-nvidia-rtx-3050-4gb-gaming-keyboard-156-fhd-144hz-win-10-i114885599.html,130000.0,167040.0,0.0,Black,MSI,Laptop Katana GF66 11UC ,i5,Unknown,512GB SSD
https://www.daraz.com.np/products/acer-aspire-5-i5-13th-generation-8gb-ddr5-ram-512gb-nvme-ssd-intel-iris-xe-graphics-156-fhd-ips-display-steel-grey-i131284513.html,68990.0,68990.0,0.0,Grey,Acer,Aspire 5 ,i5 13th Gen,Unknown,Unknown
https://www.daraz.com.np/products/dell-laptop-vostro-3520-i3-12th-gen-8gb-ram-256gb-ssd-156-fhd-display-i133298550.html,48999.0,60000.0,0.0,Black,Dell,Laptop Vostro 3520 ,i3 12th Gen,8GB RAM,256GB SSD
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-14iru8-13th-gen-intel-core-i3-1305u-processor-8gb-ram-512gb-ssd-intel-uhd-graphics-card-14-inch-fhd-ips-display-fingerprint-reader-i133117898.html,52999.0,59999.0,0.0,Silver,Lenovo,IdeaPad Slim 3 14IRU8 ,i3,8GB RAM,512GB SSD
https://www.daraz.com.np/products/great-asia-tk-e140-high-performance-windows-laptop-14-hd-display-intel-n3350-cpu-6gb-ram-128gb-ssd-i146594005.html,35000.0,45000.0,0.0,Silver,Great,Asia TK,Unknown,6GB RAM,128GB SSD
https://www.daraz.com.np/products/asus-rog-zephyrus-g15-2021-ga503qe-ryzen-9-5900hx-rtx-3050ti-16gb-ram-1tb-ssd-156-fhd-144hz-display-i127992474.html,265045.0,265045.0,0.0,Black,Asus,ROG Zephyrus,Unknown,16GB RAM,Unknown
https://www.daraz.com.np/products/msi-modern-15-a4sx-ryzen-5-4500u-amd-radeon-graphics-8gb-ram-512gb-ssd-156-fhd-display-i129157485.html,65000.0,65000.0,0.0,Black,MSI, ,AMD Radeon,8GB RAM,512GB SSD
https://www.daraz.com.np/products/dell-vostro-3520-intel-core-i3-12th-gen-8gb-ram-512gb-ssd-156fhd-120hz-i129210029.html,49500.0,54000.0,0.0,Black,Dell,Vostro 3520 Intel Core ,i3 12th Gen,Unknown,512GB SSD
https://www.daraz.com.np/products/acer-aspire-14-core-5-120u-14th-gen-8-gb-ddr5-ram-512gb-ssd14-wuxga-ips-win-11-i134982224.html,83990.0,98990.0,0.0,Steel Gray,Acer,Aspire 14,Unknown,Unknown,512GB SSD
https://www.daraz.com.np/products/acer-swift-go-14-intel-evo-i5-13th-gen-13500h-16gb-ddr5-ram-512gb-nvme-ssd-oled-2880-x-1800-display-backlit-keyboard-windows-11-home-i129905043.html,104999.0,104999.0,0.0,Silver,Acer,Swift Go 14 Intel Evo ,i5 13th Gen,Unknown,Unknown
https://www.daraz.com.np/products/acer-aspire-3-2023-ryzen-5-7520u-8gb-ram-256gb-ssd-156-fhd-display-i128496209.html,58790.0,69000.0,0.0,Silver,Acer,Aspire 3,Unknown,8GB RAM,256GB SSD
https://www.daraz.com.np/products/hp-laptop-15-s-du1523tu-i3-4gb-256gb-ssd-156-win-10home-i115746481.html,65000.0,65000.0,0.0,Black,HP,Laptop 15 s,i3,Unknown,256GB SSD
https://www.daraz.com.np/products/hp-victus-i5-13th-gen-16gb-ram-512gb-ssd-rtx-3050-6gb-156-fhd-144hz-laptop-i129276758.html,110000.0,110000.0,0.0,Black,HP,Victus ,i5 13th Gen,16GB RAM,512GB SSD
https://www.daraz.com.np/products/mi-redmibook-15-pro-intel-core-i5-11th-gen-156-inch-thin-and-light-laptop-8gb512-gb-ssdwindows-10-home-charcoal-gray-18-kg-with-ms-office-i114004053.html,79999.0,94999.0,0.0,Dark Grey,Mi,6,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/asus-vivobook-go-15-intel-core-i3-13th-gen-8gb-ram-ddr4-128gb-ssd-156-full-hd-windows-11-home-genuine-laptop-i146360419.html,58990.0,65000.0,0.0,Silver,ASUS,VivoBook GO 15 Intel Core ,i3 13th Gen,8GB RAM,128GB SSD
https://www.daraz.com.np/products/asus-vivobook-x1402z-core-i5-12th-gen8gb-ram512gb-ssd14-fhdbacklit-keyboardwin-11-i128902849.html,77900.0,98000.0,0.0,Black,Asus,Vivobook X1402Z Core ,i5 12th Gen,8GB RAM,512GB SSD
https://www.daraz.com.np/products/hp-15-fc000nia-ryzen-5-7520u-8gb-ddr5-512gb-nvme-ssd-156-fhd-natural-silver-i136321166.html,65000.0,65000.0,0.0,Silver,HP,15,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/acer-aspire-7-i5-12450h-16gb-512gb-ssd-rtx-2050-gpu-i138001541.html,93999.0,93999.0,0.0,Black,Acer,Aspire 7 I5,Unknown,Unknown,512GB SSD
https://www.daraz.com.np/products/asus-rog-strix-g18-2023-g814ji-core-i9-13980hx-rtx-4070-16gb-ram-1tb-ssd-18-wuxga-165hz-display-nagmani-international-i128128886.html,382000.0,382000.0,0.0,Grey,Asus,ROG Strix G18 2023 G814JI Core ,i9,16GB RAM,Unknown
https://www.daraz.com.np/products/dell-latitude-e7490-corei7-8th-gen-8gb-256gb-14backlit-keyboard-i113690587.html,55000.0,55000.0,0.0,Black,Dell,Latitude e7490 Core,i7 8th Gen,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i5-12450h-8gb-512gb-14fhd-i137835606.html,69299.0,69299.0,0.0,Deep Blue,Lenovo,Ideapad Slim 3 I5,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/laptop-acer-nitro-v15-i5-13420h16gb-ram512-nvme-ssd-nvidia-rtx-2050-4gb-gddr6156144hz-i132037801.html,99999.0,118000.0,0.0,Black,Laptop,Acer Nitro V15 ,i5,16GB RAM,Unknown
https://www.daraz.com.np/products/acer-aspire-5-i7-13th-generation-8gb-ddr5-ram-512gb-nvme-ssd-intel-iris-xe-graphics-156-fhd-display-laptop-i131374629.html,85890.0,95000.0,0.0,Dark Grey,Acer,Aspire 5 ,i7 13th Gen,Unknown,Unknown
https://www.daraz.com.np/products/asus-vivobook-15-intel-core-i7-12th-gen-8gb-ram-512gb-ssd-156-fhd-backlit-keyboard-windows-11-genuine-fp-laptop-i146694477.html,89990.0,99000.0,0.0,Blue,Asus,Vivobook 15 Intel Core ,i7 12th Gen,8GB RAM,Unknown
https://www.daraz.com.np/products/dell-vostro-3520-i5-12th-gen-16gb-ram-512gb-ssd-156-120hz-fhd-black-i137562813.html,67499.0,68999.0,0.0,Black,Dell,Vostro 3520 ,i5 12th Gen,16GB RAM,512GB SSD
https://www.daraz.com.np/products/acer-aspire-7-amd-ryzen-5-display-156-16-gb-ram-512-gb-ssd-155-full-hd-geforce-gtx-1650-4gbnla-i128165745.html,85000.0,85000.0,0.0,Black,Acer, ,AMD Ryzen,Unknown,Unknown
https://www.daraz.com.np/products/dell-vostro-3520-intel-core-i3-12th-generation-1215u-8gb-ddr4-ram-256gb-ssd-storage-intel-uhd-graphics-156-fhd-120hz-display-black-i128842929.html,49999.0,49999.0,0.0,Black,Dell,Vostro 3520 Intel Core ,i3 12th Gen,Unknown,256GB SSD
https://www.daraz.com.np/products/acer-aspire-3-15-ryzen-3-7320u-2023-4gb-ddr5-ram-256gb-ssd-amd-radeon-graphics-156-fhd-display-silver-i128845738.html,46999.0,60000.0,0.0,White,Acer,Aspire 3 15 Ryzen 3 7320U 2023,AMD Radeon,Unknown,256GB SSD
https://www.daraz.com.np/products/acer-swift-go-14-i5-13500h-16gb-ddr5-512gb-14-28k-oled-i138143328.html,104999.0,104999.0,0.0,Silver,Acer,Swift Go 14 I5,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/acer-swift-go-14-ai-powered-evo-intel-core-ultra-7-processor-155h-16gb-ddr5-ram-1tb-nvme-gen-4-ssd-intel-arc-graphics-14-1920-x-1200-touchscreen-display-backlit-keyboard-fingerprint-windows-11-home-silver-i130053765.html,139999.0,195000.0,0.0,Silver,Acer, ,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/dell-inspiron-3520-i5-12th-gen-8gb-ram-512gb-ssd-156-120hz-fhd-black-i129843732.html,70000.0,70000.0,0.0,Black,Dell,Inspiron 3520 ,i5 12th Gen,8GB RAM,512GB SSD
https://www.daraz.com.np/products/dell-latitude-5300-laptop-133-intel-core-i5-8th-gen-i5-8365u-dual-core-256gb-ssd-8gb-1920x1080-fhd-i150022833.html,37800.0,37800.0,0.0,Black,Dell,3 Intel Core ,i5 8th Gen,Unknown,256GB SSD
https://www.daraz.com.np/products/lenovo-v15-ryzen-5-7520-8gb-ram-256gb-ssd-156-fhd-laptop-i128202112.html,60990.0,75000.0,0.0,Black,Lenovo,V15 Ryzen,Unknown,8GB RAM,256GB SSD
